,caption,image_file,image_id
2600,it is a piece of cropland .,./UCM_Captions/imgs/651.tif,651
2601,here is a piece of farmland .,./UCM_Captions/imgs/651.tif,651
2602,this is a dense residential area with houses and plants .,./UCM_Captions/imgs/652.tif,652
2603,it is a dense residential area with lots of houses arranged neatly .,./UCM_Captions/imgs/652.tif,652
2604,there are lots of houses with grey and black roofs arranged neatly .,./UCM_Captions/imgs/652.tif,652
2605,there are lots of houses with grey and black roofs and some plants arround them .,./UCM_Captions/imgs/652.tif,652
2606,lots of houses and plants in the dense residential area .,./UCM_Captions/imgs/652.tif,652
2607,this is a dense residential area with houses and plants .,./UCM_Captions/imgs/653.tif,653
2608,it is a dense residential area with lots of houses arranged neatly .,./UCM_Captions/imgs/653.tif,653
2609,there are lots of houses with grey and black roofs arranged neatly .,./UCM_Captions/imgs/653.tif,653
2610,there are lots of houses with grey and black roofs and some plants arround them .,./UCM_Captions/imgs/653.tif,653
2611,lots of houses and plants in the dense residential area .,./UCM_Captions/imgs/653.tif,653
2612,this is a dense residential area with houses and plants .,./UCM_Captions/imgs/654.tif,654
2613,it is a dense residential area with lots of houses arranged neatly .,./UCM_Captions/imgs/654.tif,654
2614,there are lots of houses with grey and black roofs arranged neatly .,./UCM_Captions/imgs/654.tif,654
2615,there are lots of houses with grey and black roofs and some plants arround them .,./UCM_Captions/imgs/654.tif,654
2616,lots of houses and plants in the dense residential area .,./UCM_Captions/imgs/654.tif,654
2617,this is a dense residential area with houses and plants .,./UCM_Captions/imgs/655.tif,655
2618,it is a dense residential area with lots of houses arranged neatly .,./UCM_Captions/imgs/655.tif,655
2619,there are lots of houses with grey and black roofs arranged neatly .,./UCM_Captions/imgs/655.tif,655
2620,there are lots of houses with grey and black roofs and some plants arround them .,./UCM_Captions/imgs/655.tif,655
2621,lots of houses and plants in the dense residential area .,./UCM_Captions/imgs/655.tif,655
2622,this is a dense residential area with houses and plants .,./UCM_Captions/imgs/656.tif,656
2623,it is a dense residential area with lots of houses arranged neatly .,./UCM_Captions/imgs/656.tif,656
2624,there are lots of houses with grey and black roofs arranged neatly .,./UCM_Captions/imgs/656.tif,656
2625,there are lots of houses with grey and black roofs and some plants arround them .,./UCM_Captions/imgs/656.tif,656
2626,lots of houses and plants in the dense residential area .,./UCM_Captions/imgs/656.tif,656
2627,this is a dense residential area with houses and plants .,./UCM_Captions/imgs/657.tif,657
2628,this is a dense residential area .,./UCM_Captions/imgs/658.tif,658
2629,it is a dense residential area with lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/658.tif,658
2630,there are lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/658.tif,658
2631,lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/658.tif,658
2632,lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/658.tif,658
2633,this is a dense residential area .,./UCM_Captions/imgs/659.tif,659
2634,it is a dense residential area with lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/659.tif,659
2635,there are lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/659.tif,659
2636,lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/659.tif,659
2637,lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/659.tif,659
2638,this is a dense residential area .,./UCM_Captions/imgs/660.tif,660
2639,it is a dense residential area with lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/660.tif,660
2640,there are lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/660.tif,660
2641,lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/660.tif,660
2642,lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/660.tif,660
2643,this is a dense residential area .,./UCM_Captions/imgs/661.tif,661
2644,it is a dense residential area with lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/661.tif,661
2645,there are lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/661.tif,661
2646,lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/661.tif,661
2647,lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/661.tif,661
2648,this is a dense residential area .,./UCM_Captions/imgs/662.tif,662
2649,it is a dense residential area with lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/662.tif,662
2650,there are lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/662.tif,662
2651,lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/662.tif,662
2652,lots of houses arranged neatly and some roads go through them .,./UCM_Captions/imgs/662.tif,662
2653,this is a dense residential area with many houses .,./UCM_Captions/imgs/663.tif,663
2654,many houses arranged in lines in the dense residential area .,./UCM_Captions/imgs/663.tif,663
2655,many houses with grey and black roofs arranged in lines in the dense residential area .,./UCM_Captions/imgs/663.tif,663
2656,many houses arranged in lines with some plants arround them in the dense residential area .,./UCM_Captions/imgs/663.tif,663
2657,there are many houses and plants in the residential area .,./UCM_Captions/imgs/663.tif,663
2658,this is a dense residential area with many houses .,./UCM_Captions/imgs/664.tif,664
2659,many houses arranged in lines in the dense residential area .,./UCM_Captions/imgs/664.tif,664
2660,many houses with grey and black roofs arranged in lines in the dense residential area .,./UCM_Captions/imgs/664.tif,664
2661,many houses arranged in lines with some plants arround them in the dense residential area .,./UCM_Captions/imgs/664.tif,664
2662,there are many houses and plants in the residential area .,./UCM_Captions/imgs/664.tif,664
2663,this is a dense residential area with many houses .,./UCM_Captions/imgs/665.tif,665
2664,many houses arranged in lines in the dense residential area .,./UCM_Captions/imgs/665.tif,665
2665,many houses with grey and black roofs arranged in lines in the dense residential area .,./UCM_Captions/imgs/665.tif,665
2666,many houses arranged in lines with some plants arround them in the dense residential area .,./UCM_Captions/imgs/665.tif,665
2667,there are many houses and plants in the residential area .,./UCM_Captions/imgs/665.tif,665
2668,this is a dense residential area with many houses .,./UCM_Captions/imgs/666.tif,666
2669,many houses arranged in lines in the dense residential area .,./UCM_Captions/imgs/666.tif,666
2670,many houses with grey and black roofs arranged in lines in the dense residential area .,./UCM_Captions/imgs/666.tif,666
2671,many houses arranged in lines with some plants arround them in the dense residential area .,./UCM_Captions/imgs/666.tif,666
2672,there are many houses and plants in the residential area .,./UCM_Captions/imgs/666.tif,666
2673,this is a dense residential area .,./UCM_Captions/imgs/667.tif,667
2674,many houses pressed together in the dense residential area .,./UCM_Captions/imgs/667.tif,667
2675,many houses and plants pressed together in the dense residential area .,./UCM_Captions/imgs/667.tif,667
2676,some houses with black roofs pressed together .,./UCM_Captions/imgs/667.tif,667
2677,this is a dense residential area with many houses and plants .,./UCM_Captions/imgs/667.tif,667
2678,this is a dense residential area .,./UCM_Captions/imgs/668.tif,668
2679,many houses pressed together in the dense residential area .,./UCM_Captions/imgs/668.tif,668
2680,many houses and plants pressed together in the dense residential area .,./UCM_Captions/imgs/668.tif,668
2681,some houses with black roofs pressed together .,./UCM_Captions/imgs/668.tif,668
2682,this is a dense residential area with many houses and plants .,./UCM_Captions/imgs/668.tif,668
2683,this is a dense residential area .,./UCM_Captions/imgs/669.tif,669
2684,many houses pressed together in the dense residential area .,./UCM_Captions/imgs/669.tif,669
2685,many houses and plants pressed together in the dense residential area .,./UCM_Captions/imgs/669.tif,669
2686,some houses with black roofs pressed together .,./UCM_Captions/imgs/669.tif,669
2687,this is a dense residential area with many houses and plants .,./UCM_Captions/imgs/669.tif,669
2688,this is a dense residential area .,./UCM_Captions/imgs/670.tif,670
2689,it is a dense residential area with lots of houses arranged neatly .,./UCM_Captions/imgs/670.tif,670
2690,lots of houses arranged neatly with some plants around them .,./UCM_Captions/imgs/670.tif,670
2691,lots of houses arranged neatly and some plants around them .,./UCM_Captions/imgs/670.tif,670
2692,this is a dense residential area .,./UCM_Captions/imgs/671.tif,671
2693,it is a dense residential area with lots of houses arranged neatly .,./UCM_Captions/imgs/671.tif,671
2694,lots of houses arranged neatly with some plants around them .,./UCM_Captions/imgs/671.tif,671
2695,lots of houses arranged neatly and some plants around them .,./UCM_Captions/imgs/671.tif,671
2696,this is a dense residential area .,./UCM_Captions/imgs/672.tif,672
2697,it is a dense residential area with lots of houses arranged neatly .,./UCM_Captions/imgs/672.tif,672
2698,lots of houses arranged neatly with some plants around them .,./UCM_Captions/imgs/672.tif,672
2699,lots of houses arranged neatly and some plants around them .,./UCM_Captions/imgs/672.tif,672
2700,this is a dense residential area .,./UCM_Captions/imgs/673.tif,673
2701,it is a dense residential area with many houses arranged in lines .,./UCM_Captions/imgs/673.tif,673
2702,there are lots of houses arranged in lines .,./UCM_Captions/imgs/673.tif,673
2703,lots of houses arranged in lines with some roads fo through them .,./UCM_Captions/imgs/673.tif,673
2704,there are some houses arranged in lines in the dense residential area .,./UCM_Captions/imgs/673.tif,673
2705,this is a dense residential area .,./UCM_Captions/imgs/674.tif,674
2706,it is a dense residential area with many houses arranged in lines .,./UCM_Captions/imgs/674.tif,674
2707,there are lots of houses arranged in lines .,./UCM_Captions/imgs/674.tif,674
2708,lots of houses arranged in lines with some roads fo through them .,./UCM_Captions/imgs/674.tif,674
2709,there are some houses arranged in lines in the dense residential area .,./UCM_Captions/imgs/674.tif,674
2710,this is a dense residential area .,./UCM_Captions/imgs/675.tif,675
2711,it is a dense residential area with many houses arranged in lines .,./UCM_Captions/imgs/675.tif,675
2712,there are lots of houses arranged in lines .,./UCM_Captions/imgs/675.tif,675
2713,lots of houses arranged in lines with some roads fo through them .,./UCM_Captions/imgs/675.tif,675
2714,there are some houses arranged in lines in the dense residential area .,./UCM_Captions/imgs/675.tif,675
2715,this is a dense residential area .,./UCM_Captions/imgs/676.tif,676
2716,it is a dense residential area with many houses arranged in lines .,./UCM_Captions/imgs/676.tif,676
2717,there are lots of houses arranged in lines .,./UCM_Captions/imgs/676.tif,676
2718,lots of houses arranged in lines with some roads fo through them .,./UCM_Captions/imgs/676.tif,676
2719,there are some houses arranged in lines in the dense residential area .,./UCM_Captions/imgs/676.tif,676
2720,this is a dense residential area .,./UCM_Captions/imgs/677.tif,677
2721,it is a dense residential area with many houses arranged in lines .,./UCM_Captions/imgs/677.tif,677
2722,there are lots of houses arranged in lines .,./UCM_Captions/imgs/677.tif,677
2723,lots of houses arranged in lines with some roads fo through them .,./UCM_Captions/imgs/677.tif,677
2724,there are some houses arranged in lines in the dense residential area .,./UCM_Captions/imgs/677.tif,677
2725,this is a dense residential area .,./UCM_Captions/imgs/678.tif,678
2726,it is a dense residential area with many houses arranged in lines .,./UCM_Captions/imgs/678.tif,678
2727,there are lots of houses arranged in lines .,./UCM_Captions/imgs/678.tif,678
2728,lots of houses arranged in lines with some roads fo through them .,./UCM_Captions/imgs/678.tif,678
2729,there are some houses arranged in lines in the dense residential area .,./UCM_Captions/imgs/678.tif,678
2730,this is a dense residential area .,./UCM_Captions/imgs/679.tif,679
2731,it is a dense residential area with many houses arranged in lines .,./UCM_Captions/imgs/679.tif,679
2732,there are lots of houses arranged in lines .,./UCM_Captions/imgs/679.tif,679
2733,lots of houses arranged in lines with some roads fo through them .,./UCM_Captions/imgs/679.tif,679
2734,there are some houses arranged in lines in the dense residential area .,./UCM_Captions/imgs/679.tif,679
2735,this is a dense residential area .,./UCM_Captions/imgs/680.tif,680
2736,it is a dense residential area with many houses arranged in lines .,./UCM_Captions/imgs/680.tif,680
2737,there are lots of houses arranged in lines .,./UCM_Captions/imgs/680.tif,680
2738,lots of houses arranged in lines with some roads fo through them .,./UCM_Captions/imgs/680.tif,680
2739,there are some houses arranged in lines in the dense residential area .,./UCM_Captions/imgs/680.tif,680
2740,this is a forest with lots of green plants in the shadow .,./UCM_Captions/imgs/701.tif,701
2741,a dense forest with lots of green plants .,./UCM_Captions/imgs/701.tif,701
2742,there is a dense forest with some plants in the shadow .,./UCM_Captions/imgs/701.tif,701
2743,this is a dense forest with dark green plants .,./UCM_Captions/imgs/701.tif,701
2744,a dense forest with dark green plants .,./UCM_Captions/imgs/701.tif,701
2745,this is a forest with lots of green plants in the shadow .,./UCM_Captions/imgs/702.tif,702
2746,a dense forest with lots of green plants .,./UCM_Captions/imgs/702.tif,702
2747,there is a dense forest with some plants in the shadow .,./UCM_Captions/imgs/702.tif,702
2748,this is a dense forest with dark green plants .,./UCM_Captions/imgs/702.tif,702
2749,a dense forest with dark green plants .,./UCM_Captions/imgs/702.tif,702
2750,this is a forest with lots of green plants in the shadow .,./UCM_Captions/imgs/703.tif,703
2751,a dense forest with lots of green plants .,./UCM_Captions/imgs/703.tif,703
2752,there is a dense forest with some plants in the shadow .,./UCM_Captions/imgs/703.tif,703
2753,this is a dense forest with dark green plants .,./UCM_Captions/imgs/703.tif,703
2754,a dense forest with dark green plants .,./UCM_Captions/imgs/703.tif,703
2755,this is a forest with lots of green plants in the shadow .,./UCM_Captions/imgs/704.tif,704
2756,a dense forest with lots of green plants .,./UCM_Captions/imgs/704.tif,704
2757,there is a dense forest with some plants in the shadow .,./UCM_Captions/imgs/704.tif,704
2758,this is a dense forest with dark green plants .,./UCM_Captions/imgs/704.tif,704
2759,a dense forest with dark green plants .,./UCM_Captions/imgs/704.tif,704
2760,this is a forest with lots of green plants in the shadow .,./UCM_Captions/imgs/705.tif,705
2761,a dense forest with lots of green plants .,./UCM_Captions/imgs/705.tif,705
2762,there is a dense forest with some plants in the shadow .,./UCM_Captions/imgs/705.tif,705
2763,this is a dense forest with dark green plants .,./UCM_Captions/imgs/705.tif,705
2764,a dense forest with dark green plants .,./UCM_Captions/imgs/705.tif,705
2765,this is a forest with lots of green plants in the shadow .,./UCM_Captions/imgs/706.tif,706
2766,a dense forest with lots of green plants .,./UCM_Captions/imgs/706.tif,706
2767,there is a dense forest with some plants in the shadow .,./UCM_Captions/imgs/706.tif,706
2768,this is a dense forest with dark green plants .,./UCM_Captions/imgs/706.tif,706
2769,a dense forest with dark green plants .,./UCM_Captions/imgs/706.tif,706
2770,this is a dense forest with green and grey plants .,./UCM_Captions/imgs/707.tif,707
2771,a dense forest with thick plants .,./UCM_Captions/imgs/707.tif,707
2772,a dense forest with green and grey plants .,./UCM_Captions/imgs/707.tif,707
2773,lots of green and grey trees in the forest .,./UCM_Captions/imgs/707.tif,707
2774,the forest is made up with green and grey plants .,./UCM_Captions/imgs/707.tif,707
2775,this is a dense forest with green and grey plants .,./UCM_Captions/imgs/708.tif,708
2776,a dense forest with thick plants .,./UCM_Captions/imgs/708.tif,708
2777,a dense forest with green and grey plants .,./UCM_Captions/imgs/708.tif,708
2778,lots of green and grey trees in the forest .,./UCM_Captions/imgs/708.tif,708
2779,the forest is made up with green and grey plants .,./UCM_Captions/imgs/708.tif,708
2780,this is a dense forest with green and grey plants .,./UCM_Captions/imgs/709.tif,709
2781,a dense forest with thick plants .,./UCM_Captions/imgs/709.tif,709
2782,a dense forest with green and grey plants .,./UCM_Captions/imgs/709.tif,709
2783,lots of green and grey trees in the forest .,./UCM_Captions/imgs/709.tif,709
2784,the forest is made up with green and grey plants .,./UCM_Captions/imgs/709.tif,709
2785,this is a dense forest with green and grey plants .,./UCM_Captions/imgs/710.tif,710
2786,a dense forest with thick plants .,./UCM_Captions/imgs/710.tif,710
2787,a dense forest with green and grey plants .,./UCM_Captions/imgs/710.tif,710
2788,lots of green and grey trees in the forest .,./UCM_Captions/imgs/710.tif,710
2789,the forest is made up with green and grey plants .,./UCM_Captions/imgs/710.tif,710
2790,this is a dense forest with green and grey plants .,./UCM_Captions/imgs/711.tif,711
2791,a dense forest with thick plants .,./UCM_Captions/imgs/711.tif,711
2792,a dense forest with green and grey plants .,./UCM_Captions/imgs/711.tif,711
2793,lots of green and grey trees in the forest .,./UCM_Captions/imgs/711.tif,711
2794,the forest is made up with green and grey plants .,./UCM_Captions/imgs/711.tif,711
2795,this is a dense forest with green and grey plants .,./UCM_Captions/imgs/712.tif,712
2796,a dense forest with thick plants .,./UCM_Captions/imgs/712.tif,712
2797,a dense forest with green and grey plants .,./UCM_Captions/imgs/712.tif,712
2798,lots of green and grey trees in the forest .,./UCM_Captions/imgs/712.tif,712
2799,the forest is made up with green and grey plants .,./UCM_Captions/imgs/712.tif,712
2800,this is a dense forest with green and grey plants .,./UCM_Captions/imgs/713.tif,713
2801,a dense forest with thick plants .,./UCM_Captions/imgs/713.tif,713
2802,a dense forest with green and grey plants .,./UCM_Captions/imgs/713.tif,713
2803,lots of green and grey trees in the forest .,./UCM_Captions/imgs/713.tif,713
2804,the forest is made up with green and grey plants .,./UCM_Captions/imgs/713.tif,713
2805,this is a dense forest with green and grey plants .,./UCM_Captions/imgs/714.tif,714
2806,a dense forest with thick plants .,./UCM_Captions/imgs/714.tif,714
2807,a dense forest with green and grey plants .,./UCM_Captions/imgs/714.tif,714
2808,lots of green and grey trees in the forest .,./UCM_Captions/imgs/714.tif,714
2809,the forest is made up with green and grey plants .,./UCM_Captions/imgs/714.tif,714
2810,this is a dense forest with green and grey plants .,./UCM_Captions/imgs/715.tif,715
2811,a dense forest with thick plants .,./UCM_Captions/imgs/715.tif,715
2812,a dense forest with green and grey plants .,./UCM_Captions/imgs/715.tif,715
2813,lots of green and grey trees in the forest .,./UCM_Captions/imgs/715.tif,715
2814,the forest is made up with green and grey plants .,./UCM_Captions/imgs/715.tif,715
2815,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/716.tif,716
2816,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/716.tif,716
2817,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/716.tif,716
2818,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/716.tif,716
2819,it is a dense forest .,./UCM_Captions/imgs/716.tif,716
2820,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/717.tif,717
2821,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/717.tif,717
2822,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/717.tif,717
2823,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/717.tif,717
2824,it is a dense forest .,./UCM_Captions/imgs/717.tif,717
2825,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/718.tif,718
2826,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/718.tif,718
2827,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/718.tif,718
2828,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/718.tif,718
2829,it is a dense forest .,./UCM_Captions/imgs/718.tif,718
2830,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/719.tif,719
2831,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/719.tif,719
2832,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/719.tif,719
2833,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/719.tif,719
2834,it is a dense forest .,./UCM_Captions/imgs/719.tif,719
2835,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/720.tif,720
2836,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/720.tif,720
2837,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/720.tif,720
2838,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/720.tif,720
2839,it is a dense forest .,./UCM_Captions/imgs/720.tif,720
2840,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/721.tif,721
2841,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/721.tif,721
2842,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/721.tif,721
2843,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/721.tif,721
2844,it is a dense forest .,./UCM_Captions/imgs/721.tif,721
2845,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/722.tif,722
2846,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/722.tif,722
2847,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/722.tif,722
2848,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/722.tif,722
2849,it is a dense forest .,./UCM_Captions/imgs/722.tif,722
2850,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/723.tif,723
2851,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/723.tif,723
2852,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/723.tif,723
2853,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/723.tif,723
2854,it is a dense forest .,./UCM_Captions/imgs/723.tif,723
2855,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/724.tif,724
2856,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/724.tif,724
2857,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/724.tif,724
2858,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/724.tif,724
2859,it is a dense forest .,./UCM_Captions/imgs/724.tif,724
2860,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/725.tif,725
2861,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/725.tif,725
2862,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/725.tif,725
2863,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/725.tif,725
2864,it is a dense forest .,./UCM_Captions/imgs/725.tif,725
2865,this is a forest with withered trees .,./UCM_Captions/imgs/726.tif,726
2866,it is a dense forest with grey plants .,./UCM_Captions/imgs/726.tif,726
2867,there are lots of withered trees in the forest .,./UCM_Captions/imgs/726.tif,726
2868,lots of withered trees in the forest .,./UCM_Captions/imgs/726.tif,726
2869,lots of grey trees in the forest .,./UCM_Captions/imgs/726.tif,726
2870,this is a forest with withered trees .,./UCM_Captions/imgs/727.tif,727
2871,it is a dense forest with grey plants .,./UCM_Captions/imgs/727.tif,727
2872,there are lots of withered trees in the forest .,./UCM_Captions/imgs/727.tif,727
2873,lots of withered trees in the forest .,./UCM_Captions/imgs/727.tif,727
2874,lots of grey trees in the forest .,./UCM_Captions/imgs/727.tif,727
2875,this is a forest with green and grey plants .,./UCM_Captions/imgs/728.tif,728
2876,it is a dense forest with green and grey plants .,./UCM_Captions/imgs/728.tif,728
2877,there are some plants withered while the others healthy in the forest .,./UCM_Captions/imgs/728.tif,728
2878,some plants are withered while the others healthy in the forest .,./UCM_Captions/imgs/728.tif,728
2879,some plants are withered while the others are healthy in the forest .,./UCM_Captions/imgs/728.tif,728
2880,this is a forest with green and grey plants .,./UCM_Captions/imgs/729.tif,729
2881,it is a dense forest with green and grey plants .,./UCM_Captions/imgs/729.tif,729
2882,there are some plants withered while the others healthy in the forest .,./UCM_Captions/imgs/729.tif,729
2883,some plants are withered while the others healthy in the forest .,./UCM_Captions/imgs/729.tif,729
2884,some plants are withered while the others are healthy in the forest .,./UCM_Captions/imgs/729.tif,729
2885,this is a forest with green and grey plants .,./UCM_Captions/imgs/730.tif,730
2886,it is a dense forest with green and grey plants .,./UCM_Captions/imgs/730.tif,730
2887,there are some plants withered while the others healthy in the forest .,./UCM_Captions/imgs/730.tif,730
2888,some plants are withered while the others healthy in the forest .,./UCM_Captions/imgs/730.tif,730
2889,some plants are withered while the others are healthy in the forest .,./UCM_Captions/imgs/730.tif,730
2890,this is a forest with green and grey plants .,./UCM_Captions/imgs/731.tif,731
2891,it is a dense forest with green and grey plants .,./UCM_Captions/imgs/731.tif,731
2892,there are some plants withered while the others healthy in the forest .,./UCM_Captions/imgs/731.tif,731
2893,some plants are withered while the others healthy in the forest .,./UCM_Captions/imgs/731.tif,731
2894,some plants are withered while the others are healthy in the forest .,./UCM_Captions/imgs/731.tif,731
2895,this is a forest with green and grey plants .,./UCM_Captions/imgs/732.tif,732
2896,it is a forest with green and grey plants .,./UCM_Captions/imgs/732.tif,732
2897,there are lots of green and grey trees in the forest .,./UCM_Captions/imgs/732.tif,732
2898,there are some green and grey trees in the forest .,./UCM_Captions/imgs/732.tif,732
2899,lots of green and grey trees in the forest .,./UCM_Captions/imgs/732.tif,732
2900,this is a forest with green and grey plants .,./UCM_Captions/imgs/733.tif,733
2901,it is a forest with green and grey plants .,./UCM_Captions/imgs/733.tif,733
2902,there are lots of green and grey trees in the forest .,./UCM_Captions/imgs/733.tif,733
2903,there are some green and grey trees in the forest .,./UCM_Captions/imgs/733.tif,733
2904,lots of green and grey trees in the forest .,./UCM_Captions/imgs/733.tif,733
2905,this is a forest with green and grey plants .,./UCM_Captions/imgs/734.tif,734
2906,it is a forest with green and grey plants .,./UCM_Captions/imgs/734.tif,734
2907,there are lots of green and grey trees in the forest .,./UCM_Captions/imgs/734.tif,734
2908,there are some green and grey trees in the forest .,./UCM_Captions/imgs/734.tif,734
2909,lots of green and grey trees in the forest .,./UCM_Captions/imgs/734.tif,734
2910,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/735.tif,735
2911,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/735.tif,735
2912,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/735.tif,735
2913,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/735.tif,735
2914,it is a dense forest .,./UCM_Captions/imgs/735.tif,735
2915,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/736.tif,736
2916,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/736.tif,736
2917,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/736.tif,736
2918,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/736.tif,736
2919,it is a dense forest .,./UCM_Captions/imgs/736.tif,736
2920,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/737.tif,737
2921,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/737.tif,737
2922,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/737.tif,737
2923,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/737.tif,737
2924,it is a dense forest .,./UCM_Captions/imgs/737.tif,737
2925,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/738.tif,738
2926,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/738.tif,738
2927,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/738.tif,738
2928,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/738.tif,738
2929,it is a dense forest .,./UCM_Captions/imgs/738.tif,738
2930,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/739.tif,739
2931,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/739.tif,739
2932,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/739.tif,739
2933,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/739.tif,739
2934,it is a dense forest .,./UCM_Captions/imgs/739.tif,739
2935,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/740.tif,740
2936,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/740.tif,740
2937,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/740.tif,740
2938,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/740.tif,740
2939,it is a dense forest .,./UCM_Captions/imgs/740.tif,740
2940,this is a dense forest with emerald green plants .,./UCM_Captions/imgs/741.tif,741
2941,lots of emerald green plants constitute a dense forest .,./UCM_Captions/imgs/741.tif,741
2942,there are lots of emerald green plants in the forest .,./UCM_Captions/imgs/741.tif,741
2943,lots of emerald green plants in the dense forest .,./UCM_Captions/imgs/741.tif,741
2944,it is a dense forest .,./UCM_Captions/imgs/741.tif,741
2945,this is a forest with green and grey plants .,./UCM_Captions/imgs/742.tif,742
2946,it is a dense forest with green and grey plants .,./UCM_Captions/imgs/742.tif,742
2947,there are some withered trees in the forest .,./UCM_Captions/imgs/742.tif,742
2948,lots of trees in the forest .,./UCM_Captions/imgs/742.tif,742
2949,lots of green and grey plants in the forest .,./UCM_Captions/imgs/742.tif,742
2950,this is a forest with green and grey plants .,./UCM_Captions/imgs/743.tif,743
2951,it is a dense forest with green and grey plants .,./UCM_Captions/imgs/743.tif,743
2952,there are some withered trees in the forest .,./UCM_Captions/imgs/743.tif,743
2953,lots of trees in the forest .,./UCM_Captions/imgs/743.tif,743
